id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator	cpvs_filtered	cleaned text
190421-2015	Adásvételi szerződés orvostechnikai készülékek 2 részajánlatban történő, beszerzésére, szállítására, szerelésére, üzembe helyezésére, próbaüzem lefolytatására, kezelőszemélyzet betanítása, teljes körű installációja valamint a szállított készülék jótállási időn belüli javítására, karbantartására.	Adásvételi szerződés orvostechnikai készülékek 2 részajánlatban történő, beszerzésére, szállítására, szerelésére, üzembe helyezésére, próbaüzem lefolytatására, kezelőszemélyzet betanítása, teljes körű installációja, valamint a szállított készülék jótállási időn belüli javítására, karbantartására.	33100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['szerződés', 'meghatározás', 'adásvételi', 'keretszerződés', 'tárgya', 'gépbeszerzés', 'ten', 'út', 'kotró-rakodó', 'gép', 'beszerzés']
190455-2014	Tervezési szerződés az „M44 autóút Kondoros (csatlakozással az M44 megelőző szakaszához) – Békéscsaba (csatlakozással a 47. sz. főúthoz) közötti szakasz és kapcsolódó építmények engedélyezési terveinek elkészítése” tárgyában.	Tervezési szerződés az „M44 autóút Kondoros (csatlakozással az M44 megelőző szakaszához) – Békéscsaba (csatlakozással a 47. sz. főúthoz) közötti szakasz és kapcsolódó építmények engedélyezési terveinek elkészítése” tárgyában.	71320000|71630000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71	['megbízási', 'szerződés', 'a', '33.', 'sz.', 'főút', 'heves', 'és', 'jász-nagykun', '_', 'szolnok', 'megyei', 'szakasz', '0+000', '37+780', 'km', 'sz.', 'között', 'tonnás', 'burkolaterősítés', 'tárgyú', 'kivitelezési', 'munka', 'kapcsolódó', 'lebonyolító', 'mérnöki', 'és', 'műszaki', 'ellenőri', 'feladat', 'ellátás', 'a', 'beszerzés', 'projekt', 'és', 'pst', 'kód', 'k033', 'k033']
190457-2015	Földgáz energia beszerzése.	Földgáz energia szállítása 1.10.2015–1.10.2016. teljesítési időszakra vonatkozóan, teljes ellátás alapú földgáz energia szállítási szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91	['1.', 'rész', 'db', 'bútor', 'szállítás', 'különféle', 'ülés', 'és', 'szék', 'kivétel', 'a', 'dokumentáció', 'meghatározott', 'szerint', '2.', 'rész', 'db', 'különféle', 'ülés', 'és', 'szék', 'szállítás', 'a', 'dokumentáció', 'meghatározott', 'szerint']
190460-2015	Adásvételi szerződés keretében hulladékszállító járművek és edényzet beszerzése.	Adásvételi szerződés keretében hulladékszállító járművek és edényzet beszerzése.	34144511|34928480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34	['a', 'fővárosi', 'közterület', 'fenntartó', 'zártkörű', 'működő', 'nonprofit', 'részvénytársaság', 'hulladékhasznosító', 'mű', 'üzem', 'üzemelő', 'db', 'hulladéktüzelésű', 'kazán', 'fűtőfelület', 'db', 'abszorber', 'tartály', 'és', 'az', 'összekötő', 'füstgáz', 'csatorna', 'a', 'hatásfokjavító', 'és', 'munkavédelmi', 'tisztítás']
190468-2016	Aggregátorok karbantartása és javítása a Pécsi Tudományegyetem részére szolgáltatási keretszerződés keretében. Hivatkozási szám: 26/2016	Aggregátorok karbantartása és javítása a Pécsi Tudományegyetem részére szolgáltatási keretszerződés keretében.	50532000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	['adásvételi', 'szerződés', 'a', 'vksz-12', '_', '1-2013-0078', 'számú', 'az', 'akvakultúra', 'ágazat', 'kitörési', 'pont', 'komplex', 'versenyképesség', 'szolgáló', 'fejlesztés', 'elnevezésű', 'támogatott', 'pályázat', 'keret', 'amur', 'és', 'ponty', 'takarmány', 'beszerzés']
190472-2016	Útépítésekhez kapcsolódó tervezési feladatok ellátása tervezési szerződés keretében.	1) rész: Békéscsaba, belterületi útépítések engedélyezési és kiviteli terveinek elkészítése. 2) rész: Békéscsaba, belterületi útépítések engedélyezési terveinek elkészítése. 3) rész: Békéscsaba, külterületi útépítések engedélyezési terveinek elkészítése. 4) rész: Békéscsaba, Dobozi út és Berényi út melletti kerékpárutak felújítás kiviteli terveinek elkészítése.	71322000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71	['kwh', 'év', 'szankciómentes', 'tolerencia', 'sáv', 'villamos', 'energia', 'vétel', 'a', 'budapesti', 'corvinus', 'egyetem', 'bce', 'és', 'intézmény', 'részére', 'teljes', 'ellátás', 'alapú', 'szerződés', 'keret', 'ajánlatkérő', 'a', 'tolerancia', 'sáv', 'nem', 'mennyiségi', 'eltérés', 'kíván', 'rögzít', 'hanem', 'az', 'kér', 'az', 'ajánlattevő', 'hogy', 'az', 'az', 'eset', 'ha', 'a', 'tényleges', 'fogyasztás', 'a', 'várható', 'fogyasztás', 'képest', 'irány', 'a', 'os', 'sáv', 'belül', 'marad', 'akkor', 'nyertes', 'ajánlattevő', 'nem', 'érvényesít', 'ajánlatkérő', 'szemben', 'semmiféle', 'szankció', 'pótdíj', 'büntetés', 'kiegyenlítő', 'energia', 'rövid', 'hivatkozás']
190476-2016	Karbantartási szerződés Cyclotron berendezés teljeskörű karbantartására, folyamatos üzemképességének biztosítására vonatkozóan.	„Karbantartási szerződés Cyclotron berendezés teljeskörű karbantartására, folyamatos üzemképességének biztosítására vonatkozóan.”	50000000|50421000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	['1.', 'rész', 'k083', '83.', 'sz.', '2x2', 'sávos', 'főút', 'pápa', 'tét', 'déli', 'csomópont', '32+574', '51+000', 'km', 'sz.', 'közötti', 'szakasz', 'és', 'a', 'j.', 'repülőtéri', 'bekötőút', '0+000', '1+570', 'km', 'sz.', 'megépítés', 'szükséges', 'kiviteli', 'terv', 'elkészítés', 'és', 'az', 'engedélyeztetés', 'történő', 'közreműködés', 'és', 'a', 'magyar', 'közút', 'nzrt', 'pápa', 'mérnökségi', 'telep', 'korszerűsítés', 'és', 'bővítés', 'szükséges', 'engedélyezési', 'és', 'kiviteli', 'terv', 'elkészítés', 'és', 'az', 'engedélyeztetés', '2.', 'rész', 'k083', '83.', 'sz.', '2x2', 'sávos', 'főút', 'tét', 'déli', 'csomópont', 'győr', '51+000', '68+641', 'km', 'sz.', 'közötti', 'szakasz', 'megépítés', 'szükséges', 'kiviteli', 'terv', 'elkészítés', 'és', 'az', 'engedélyeztetés', 'történő', 'közreműködés']
190496-2016	Szolgáltatási keretszerződés keretében Allison automata váltószerkezetek és Muncie CS1X típusú mellékmeghajtók javítása és gyári, eredeti, új alkatrészeinek szállítása. Hivatkozási szám: K1631	Összességében nettó 35 000 000 HUF– 20 % keretösszeg erejéig szolgáltatási keretszerződés keretében Allison automata váltószerkezetek és Muncie CS1X típusú mellékmeghajtók javítása és gyári, eredeti, új alkatrészeinek szállítása.	50112100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	['tervezési', 'szerződés', 'a', 'liget', 'üzemeltetési', 'központ', 'épület', 'megvalósítás', 'szükséges', 'építészeti', 'és', 'szakági', 'tervezés']
190503-2016	Pest Megyei Rendőr-főkapitányság Opel Astra H gépjárműveinek garanciaidőn túli karbantartása, javítása.	Pest Megyei Rendőr-főkapitányság Opel Astra H gépjárműveinek garanciaidőn túli karbantartása, javítása 6. részben.	50100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	['vállalkozási', 'szerződés', 'kollégiumi', 'közétkeztetési', 'feladat', 'ellátás', 'a', 'józsef', 'attila', 'kollégium', 'és', 'a', 'budapesti', 'egyesített', 'középiskolai', 'kollégium', 'az', 'ott', 'található', 'főző', 'és', 'tálaló', 'konyha', 'bérbevétel', 'és', 'működtetés', 'a', 'további', 'részlet', 'a', 'dokumentáció', 'tartalmaz']
190503-2020	Vasanyagok beszerzése Hivatkozási szám: EKR000401922020	Ajánlatkérő épületeinek üzemeltetéséhez, karbantartásához és saját rezsis beruházásaihoz szükséges vasanyagok beszerzése keretszerződés alapján összesen nettó 10 000 000 Ft + áfa értékben.	44100000|44300000|44316000|44317000|44530000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44	['szállítási', 'szerződés', 'alap', 'villamos', 'energia', 'beszerzés']
190507-2016	Pest Megyei Rendőr-főkapitányság Skoda Yeti 1.8 TSI és 2.0 CRTDI és Skoda Fabia 1.2 TSI gépjárműveinek garanciaidőn túli karbantartása, javítása.	Pest Megyei Rendőr-főkapitányság Skoda Yeti 1.8 TSI és 2.0 CRTDI és Skoda Fabia 1.2 TSI gépjárműveinek garanciaidőn túli karbantartása, javítása 4. részben.	50100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50	['keretszerződés', 'komplex', 'ifjúsági', 'programszolgáltatás', 'beszerzés', 'az', 'oktatási', 'hivatal', 'efop-3', '5-16-2016-00001', 'azonosító', 'számú', 'projekt', 'keret', 'rész', 'programszolgáltatás', 'éves', 'korosztály', 'számára', 'történik', 'valamennyi', 'rész', 'folyik', '25.', 'at', 'az', 'ajánlat', 'benyújtás', 'tudomás', 'vesz', 'hogy', 'ak', 'kiemelt', 'érdek', 'fűződik', 'a', 'környezettudatos', 'szempont', 'érvényesítés', 'és', 'vállal', 'hogy', 'szerződés', 'teljesítés', 'sor', 'a', 'fenti', 'szempont', 'maximális', 'figyelembevétel', 'jár', 'nyertes', 'at', 'rendelkeznie', 'kell', 'legalább', 'egy', 'darab', 'a', 'munkavégzés', 'szükséges', 'energiatakarékos', 'eszköz', 'vagy', 'világítás', 'vagy', 'egyéb', 'természeti', 'erőforrás', 'megőrzés', 'célzó', 'eszköz', 'a', 'szerződés', 'teljesítés', 'sor', '26.', 'a', 'tárgyi', 'közbesz', 'eljárás', 'a', '2014.', '5.', 'korm', 'rendelet', 'ellenőrzés', 'hatály', 'alá', 'tartozik', 'így', 'a', 'kbt.', '81.', '§', 'bek.', 'szerinti', 'külön', 'jogszabály', 'előírt', 'folyamat', 'épített', 'ellenőrzés', 'mellett', 'kerül', 'lefolytatás', 'ami', 'indokol', 'az', 'ajánlati', 'kötöttség', 'nap', 'történő', 'meghatározás']
19077-2014		A Nemzeti Adó- és Vámhivatal 1134 Budapest, Dózsa György út 128–132. szám alatti irodaház – részben gépi technológiával történő – takarítása. További részletek a dokumentációban találhatók.	90910000|90919200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90	['a', 'szerződés', 'cél', 'az', 'országos', 'onkológiai', 'intézet', 'tűz', 'munka', 'és', 'vagyonvédelmi', 'tevékenység', 'teljeskörű', 'biztosítás', 'vállalkozási', 'szerződés', 'keret']
190790-2019	Pető András Kar közétkeztetésének ellátása Hivatkozási szám: EKR000449692019	A beszerzés tervezett mennyisége: — 4–6 éves korcsoport esetében a reggeli, tízórai, ebéd, uzsonna, vacsora tervezett összmennyisége: 111 668 adag/26 hó, — 7–10 éves korcsoport esetében a reggeli, tízórai, ebéd, uzsonna, vacsora tervezett összmennyisége: 61 238 adag/26 hó, — 11–14 éves korcsoport esetében a reggeli, tízórai, ebéd, uzsonna, vacsora tervezett összmennyisége: 84 653 adag/26 hó, — 15–18 éves korcsoport esetében a reggeli, tízórai, ebéd, uzsonna, vacsora tervezett összmennyisége: 46 827 adag/26 hó. A normál és diétás étkeztetés jelenlegi aránya: 82 % – 18 %. Jelenleg 8 féle diéta biztosítása szükséges. A diétás étrend arányának max. 10 %-kal történő változása nem alapozza meg az ajánlati ár módosítását. A szerződés a keretösszeg kimerüléséig (mely nettó 106 353 156 HUF), de legfeljebb 26 hó időtartamra jön létre. A teljes mennyiséget ennek megfelelően a keretösszeg mértéke képezi. Részletesen a II.2.4) pontban.	55520000|55524000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55	['keop5', '6.0', 'e', 'egészségügyi', 'eszközök', 'energia', 'megtakarítás', 'célzó', 'beszerzés', 'támogatás', 'pályázat', 'kapcsolódó', 'hagyományos', 'képalkotó', 'berendezés', 'csere', 'digitális', 'képalkotó', 'berendezés', 'adás', 'vételi', 'szerződés', 'keret']
190935-2013	Szállítási szerződés villamos energia beszerzésére 2013-2015. évre, a Szegedi Tudományegyetem (SZTE), és az MTA Szegedi Biológiai Kutatóközpont (MTA SZBK) telephelyei számára.	Szállítási szerződés villamos energia beszerzésére 2013-2015. évre, a Szegedi Tudományegyetem (SZTE), és az MTA Szegedi Biológiai Kutatóközpont (MTA SZBK) telephelyei számára.	9310000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93	['év', 'kapcsolódó', 'hazai', 'forrás', 'finanszírozott', 'az', 'országos', 'közúthálózat', 'fejlesztési', 'és', 'felújítási', 'munka', 'kapcsán', 'keretmegállapodás', 'megkötés', 'rész', 'érintett', 'régió', '1.', 'rész', 'észak-alföld', 'régió', 'szabolcs-szatmár-bereg', 'hajdú-bihar', 'jász-nagykun-szolnok', 'megye', '2.', 'rész', 'észak-magyarország', 'borsod-abaúj-zemplén', 'heves', 'nógrád', 'megye', '3.', 'rész', 'dél-alföld', 'bács-kiskun', 'békés', 'csongrád', 'megye', '4.', 'rész', 'dél-dunántúl', 'baranya', 'somogy', 'tolna', 'megye', '5.', 'rész', 'közép-dunántúl', 'és', 'közép-magyarország', 'fejér', 'komárom-esztergom', 'veszprém', 'pest', 'megye', '6.', 'rész', 'nyugat-dunántúl', 'győr-moson-sopron', 'vas', 'zala', 'megye']
190936-2013	Szállítási szerződés - Szemészeti implantátumok beszerzése.	Szemészeti implantátumok szállítása Ajánlatkérő részére.	33730000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['villányi', 'általános', 'iskola', 'épület', 'bővítés', 'villányi', 'általános', 'iskola', 'és', 'alapfokú', 'művészeti', 'iskola', 'villány', 'baross', 'gábor', 'u.', 'és', 'rákóczi', 'u.', '11.', 'sz.', 'alatti', 'épület', 'bővítés', 'részleges', 'felújítás', 'átalakítás', 'baross', 'gábor', 'u.', 'sz.', 'alatti', 'a', 'jelű', 'oktatási', 'főépület', 'bővítés', 'korszerűsítés', 'b', 'jelű', 'épület', 'korszerűsítés', 'villamos', 'felújítás', 'c', 'jelű', 'régi', 'tornaterem', 'bontása', 'rákóczi', 'u.', '11.', 'sz.', 'alatti', 'd', 'jelű', 'épület', 'tetőfelújítás', 'tornaszoba', 'kialakítás']
190937-2017	„Hídtartozékok javítása 2017.” – vállalkozási keretszerződés.	Építési beruházás [322/2015. (X. 30.) Korm. rendelet 14. § (1) bekezdés a) pont]. Vállalkozási keretszerződés alapján – a műszaki leírás tételjegyzékében részletezett – javítási munkák elvégzése eseti megrendelések szerint, az ajánlatkérő kezelésében, illetve a későbbiekben kezelésébe kerülő hidak, és átereszek alépítményén, felszerkezetén, hídtartozékain, szigetelés és burkolatrendszerén, vízelvezető rendszerén, dilatációs szerkezetén, korrózióvédelmi bevonatain, azok esetleges teljes körű, vagy kisebb meghibásodásai, sérülései esetén, az ajánlatkérő írásbeli bejelentése alapján, az eseti megrendelésekben megadott hidak, átereszek helyén (útszám, szelvényszám helyazonosítással). Az elvégzendő munkák megrendelésére legfeljebb nettó 2 000 000 000 HUF keretösszegig kerül sor a ténylegesen jelentkező beszerzési igények (eseti megrendelések) függvényében. A részletes műszaki információkat a közbeszerzési dokumentumok műszaki leírás fejezete tartalmazza.	45221110|45221119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45	['tiszántúli', 'református', 'egyházkerület', 'részére', 'kollégiumi', 'bútorzat', 'beszerzés', 'szállítási', 'szerződés']
191092-2020	Binex flow rendszer üzemeltetése,továbbfejlesztése Hivatkozási szám: EKR000380292020	A BinexFlow rendszer üzemeltetése, támogatása, jogszabálykövetése és fejlesztése_vállalkozási szerződés	72200000|72211000|72268000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72	['megbízási', 'szerződés', 'az', 'm44', 'autóút', 'kondoros-békéscsaba', 'közötti', 'szakasz', 'építési', 'munka', 'kapcsolódó', 'mérnöki', 'és', 'műszaki', 'ellenőri', 'feladat', 'ellátás', 'pst', 'kód', 'a044']
191093-2015	Hitelszerződés.	A Krajnyik Akác András Sportcsarnok fejlesztésének részleges finanszírozásához szükséges 300 millió Ft összegű hitelfelvétel. Az ügylet időtartama: 5 év, az alábbiak szerint: A hitelösszeg kifizetése: az igénybevételi lehetőség megnyílása: 3.8.2015. az igénybevételi lehetőség megszűnése: 24.6.2016. A tőketörlesztés 4 év alatt, egyenletes, negyedéves részletekben, az adott negyedév utolsó munkanapján történik a következőképpen: Első tőketörlesztés 31.7.2016. Utolsó tőketörlesztés: 31.7.2020. Ajánlatkérő kiköti az előtörlesztés lehetőségét, abból a célból, hogy 2018. évben felülvizsgálatra kerülhessen a hitelügyletből származó adósság jelen önkormányzati ciklus lejártáig történő teljes körű törlesztésének kérdése. Az előtörlesztés megengedett, előtörlesztési díj nem számítható fel. A kölcsön biztosítékai: A hitel és járulékai visszafizetésének fedezete az ajánlatkérő mindenkori költségvetése. A hitel visszafizetésére az ajánlatkérő jelzálogjogot nem biztosít. Az ajánlattevőknek ajánlatukban szerepeltetniük kell a jelen ajánlati felhívás feladásának napján érvényes alapkamatot (3 havi BUBOR), valamint a kamatfelárat, ezen felül a hitelhez kapcsolódó egyéb esetleg felszámított díjaikat (így pl. egyszeri díj, rendelkezésre tartás díja). Ajánlattevőknek meg kell jelölniük az ajánlatukban általuk ajánlott hitel költségét (azaz a hitel adósságszolgálata és a hitelösszeg közti különbözetet), a teljes futamidő alatt forintban meghatározva. Az ajánlatok összehasonlíthatósága végett az ajánlattevőknek a hitelköltség számításánál a következő hitellehívással kell számolniuk: 2015.12.31-e a hitel 50 %-ának lehívása, 24.6.2016-e a hitel maradék 50 %-ának a lehívása. Ténylegesen ajánlatkérő a fent rögzített igénybevételi időszak teljes tartama alatt jogosult a lehívásra, a lehívási napok rögzítése kizárólag a pontos hitelköltség-számítás érdekében történt. Ajánlatkérő a legalacsonyabb összegű ellenszolgáltatás alatt a legkisebb összegű hitelköltséget érti.	66113000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66	['megbízási', 'keretszerződés', 'keret', 'a', 'vidékfejlesztési', 'program', 'és', 'a', 'magyar', 'halgazdálkodási', 'operatív', 'program', 'keret', 'az', 'európai', 'mezőgazdasági', 'vidékfejlesztési', 'alap', 'valamint', 'az', 'európai', 'tengerügyi', 'és', 'halászati', 'alap', 'forrás', 'származó', 'pénzeszköz', 'felhasználás', 'történő', 'közbeszerzési', 'eljárás', 'illetve', 'szerződés', 'felügyelet', 'ellátó', 'szerv', 'tevékenység', 'segítő', 'a', 'mindenkor', 'hatályos', 'jogszabály', 'alap', 'fennálló', 'feladat', 'kapcsolódó', 'közbeszerzési', 'és', 'jogi', 'szakértői', 'tanácsadás']
191103-2020	Munkaerő kölcsönzése mezőgazdasági célból Hivatkozási szám: EKR000398792020	A Nemzeti Ménesbirtok és Tangazdaság Zrt, a tevékenységi körében végzett Hibridkukorica vetőmag előállításhoz szükséges kézi munkaerő igény kielégítése céljából munkaerő biztosítása szolgáltatási szerződés keretében.	79620000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79	['tervezési', 'szerződés', 'a', 'kalocsa-paks', 'térség', 'tervezett', 'új', 'duna-híd', 'és', 'a', 'kapcsolódó', 'közlekedési', 'infrastruktúrafejlesztés', 'megvalósítás', 'környezetvédelmi', 'hatástanulmány', 'engedélyezési', 'és', 'tender', 'terv', 'és', 'dokumentáció', 'készítés', 'környezetvédelmi', 'és', 'építési', 'engedély', 'megszerzés', 'pst', 'kód', 'k512']
19111-2014	Szolgáltatási szerződés.	Szolgáltatási szerződés: Gazdálkodó szervezetekkel kapcsolatos települési szilárd hulladékkezelési részfeladatok (gyűjtés, szállítás) ellátására.	90511000|90512000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90	['vállalkozási', 'szerződés', 'fenntartható', 'közlekedésfejlesztés', 'pápán', 'című', 'és', 'top-3', '1-15-ve1-2016-00015', 'azonosítószámú', 'projekt', 'kivitelező', 'kiválasztás', 'tárgy', 'az', 'alábbi', 'rész', '1.', 'somlai', 'bocsor', 'kereszteződés', 'lámpás', 'forgalomirányítás', 'létesítés', 'a', 'karakterkorlát', 'miatt', 'a', '2.', 'rész', 'vonatkozó', 'ii', '2.1', 'pont', 'lámpás', 'forgalomirányítás', 'létesítés', 'elnevezés', 'kerül', 'megjelölés', '2.', 'borsosgyőr', 'nyugati', 'településkapu', 'létesítés', '3.', 'pápa']
191125-2020	* NIF Zrt. részére komplex kommunikációs feladatok Hivatkozási szám: EKR001378672019	Vállalkozási keretszerződés „Integrált reklámügynökségi szolgáltatások a NIF Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság beruházási projektjei keretében”	79342200|79416000|79821000|79822500|79952000|92111200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79	['egyszerhasználatos', 'keringéstámogató', 'eszköz', 'beszerzés', 'adásvételi', 'szerződés']
191135-2020	NIR – üzemeltetés, fejlesztés Hivatkozási szám: EKR000367732020	Nemzetpolitikai Informatikai Rendszer (NIR) funkcionális bővítési és üzemeltetés-támogatási feladatainak ellátása.	72250000|72262000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72	['adásvételi', 'szerződés', 'az', 'autóipari', 'próbapálya', 'zala', 'kft.', 'részére', '1.7.2019']
191216-2017	Földgáz beszerzése a 2017-2018. gázévre.	Földgáz ellátás biztosítása Ajánlatkérő részére 1.10.2017. 6:00 CET – 1.10.2018. 6:00 CET időszakra vonatkozóan, teljes ellátás alapú földgáz kereskedelmi szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91	['földgáz', 'energia', 'szállítás', 'az', 'ajánlatkérő', 'részére', 'a', '1.10.2016', 'cet-1', '10.2018', 'cet', 'közötti', 'időszak', 'vonatkozó', 'teljes', 'ellátás', 'alapú', 'földgáz', 'energia', 'kereskedelmi', 'szerződés', 'keret']
191251-2019	Lyukó városrészen új orvosi rendelő építése Hivatkozási szám: EKR000436452019	Miskolc Lyukó városrészben új orvosi rendelő építése	45000000|45200000|45210000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45	['vállalkozási', 'szerződés', 'budapesti', 'telephely', 'mta', 'ttk', 'budapest', 'pusztaszeri', 'út', 'mta', 'el', 'budapest', 'karolina', 'út', 'mta', 'kpi', 'budapest', 'victor', 'hugo', 'u.', 'budapest', 'szondi', 'u.', 'budapest']
