id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator
168932-2018	Cukor szirup gyártás cukor cirokból hulladékhő hasznosítással	Szállítási szerződés komplex, biogáz üzemű cukorcirok feldolgozást és cukor szirup gyártást biztosító egyedi technológiához kapcsolódó eszközök tervezése, szállítása, valamint komplett, kulcsrakész telepítése és a hozzá kapcsolódó infrastrukturális létesítmények tervezésével és kivitelezésével együtt.	15831500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
168950-2018	Baba-, és kelengyecsomagok beszerzése a kapcsolódó logisztikai és egyéb szolgáltatások biztosításával	Adásvételi szerződés keretében baba-, és kelengyecsomagok beszerzése a CSBO EFOP-1.2.6-VEKOP-17-2017-00001 azonosítószámú, Családbarát Ország elnevezésű kiemelt projektjének megvalósításához kapcsolódóan, a kapcsolódó logisztikai és egyéb szolgáltatások biztosításával.	18443340|18931100|33196000|33750000|33751000|33752000|39298100|39512000|39512100|39514100|60161000|63121000|79821000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
169048-2020	K2059 Szilárd hulladékkezelési részfeladatok II Hivatkozási szám: EKR000230942020	Gazdálkodó szervezetekkel kapcsolatos 292 500 m3 és a II.2.11) pontban meghatározott 81 250 m3 opciós értékben települési szilárd hulladékgazdálkodási részfeladatok (gyűjtés, szállítás) ellátása, melyet Szolgáltatónak az általa biztosított célgépeivel, eszközeivel (műszaki leírás szerinti hulladékgyűjtő edényzettel) kell végeznie.	90511000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169072-2020	Fix és mobil mérőhelyek üzemeltetése/2020. Hivatkozási szám: EKR000242842020	1. Fix mérőhelyek (portálok) környezetének közút üzemeltetési (útellenőrzés, portálszerkezetek alaptesteinek és oszlopainak mosása, a portálszerkezethez tartozó korlátszakasz és a korlátra szerelt fényvisszaverő elemek mosása, korlátszakaszok javítása) feladatainak ellátása a 6/1998. (III.11.) KHVM rendelet Országos Közutak Kezelési Szabályzata című melléklete (OKKSZ) szerint. 2. Mobil ellenőrző helyek hó eltakarítása A mobil ellenőrzést végző járművek számára télen (jellemzően november 15. és március 15. napja között azzal, hogy amennyiben bármely helyszínen az előzőek szerinti időtartamon kívüli időpontban szükségessé válik, úgy ezen időpontokban is szükséges a hó eltakarítást elvégezni) helyszínenként minimum 14 m2 hó mentes szabad felületet kell biztosítani. A hóeltakarítást az útkategóriának megfelelően rendszeresített munkagéppel – az esetleg szükséges kézi munkavégzéssel kiegészítve- az OKKSZ-ben az útkategória szerint meghatározott időnormák szerint kell elvégezni.	63712000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169112-2014	Adásvételi szerződés a „Nukleáris Medicina Osztály kialakítása a Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézetben” című, TIOP-2.2.6-12/1A-2013-0008 azonosítószámú projekthez kapcsolódó orvostechnikai eszközök eladására, szállítására, szerelésére és üzembe helyezésére.	Adásvételi szerződés a „Nukleáris Medicina Osztály kialakítása a Jász-Nagykun-Szolnok Megyei Hetényi Géza Kórház-Rendelőintézetben” című, TIOP-2.2.6-12/1A-2013-0008 azonosítószámú projekthez kapcsolódó orvostechnikai eszközök eladására, szállítására, szerelésére és üzembe helyezésére.	33100000|33115100|38000000|38341200|42931100|51400000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169125-2014	VKSZ-12_1-2013-0078 számú, Az akvakultúra ágazat kitörési pontjainak komplex versenyképességet szolgáló fejlesztése elnevezésű támogatott pályázat keretében „Amur és ponty takarmány beszerzése”	Adásvételi szerződés a VKSZ-12_1-2013-0078 számú, Az akvakultúra ágazat kitörési pontjainak komplex versenyképességet szolgáló fejlesztése elnevezésű támogatott pályázat keretében „Amur és ponty takarmány beszerzésére”	15711000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169145-2014	EM-628 DE részére sztereotaxiára alkalmas lineáris gyorsító beszerzésére irányuló adásvételi szerződés.	EM-628 DE részére sztereotaxiára alkalmas lineáris gyorsító beszerzésére irányuló adásvételi szerződés - eszköz leszállítása, üzembe helyezése, oktatás tartása.	31643100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169173-2014	Tetra rádió beszerzése 2014.	Tetra rádió beszerzése 2014.	32000000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169214-2014	Szemészeti műtétekhez szükséges szemészeti anyagok beszerzése.	Adásvételi szerződés szemészeti műtétekhez szükséges szemészeti anyagok beszerzésére.	33122000|33141411|33141620	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169281-2013	Szállítási keretszerződés az MH állomány immunizálásához különféle készítmények beszerzése - 2013. évben tárgyban.	Szállítási keretszerződés az MH állomány immunizálásához különféle készítmények beszerzése - 2013. évben tárgyban.	33651600	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169329-2017	Labordiagnosztikumok beszerzése saját tulajdonban lévő készülékekhez, valamint használatba adásra kerülő készülékek biztosításával. Hivatkozási szám: FT-1021/Kecskemét/2016	Adásvételi keretszerződés. Ajánlatkérő az Intézmény részére 48 hónapban szükséges különféle laboratóriumi diagnosztikumokat kívánja megvásárolni, egyrészt a saját tulajdonában lévő laboratóriumi készülékek működtetéséhez, másrészt pedig a gyárilag új illetve Kémia esetében új és max 3 évnél nem régebbi automata készülékek, Immunológia, Hemosztázis és Vizelet esetében új és 2 évesnél nem régebbi készülékek, valamint a Molekuláris genetika esetében új vagy legfeljebb 6 évesnél nem régebbi felújított különféle laboratóriumi készülékek használatba adásával együtt. A szerződés időtartama alatt a használatba adásra kerülő készülékek on-line csatlakozásának biztosítása Ajánlatkérő mindenkori informatikai rendszeréhez nyertes Ajánlattevő feladata és költsége.	33696500	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169330-2017	Adás-vételi szerződés az Intézmény részére Sebészeti varróanyagok beszerzésére konszignációs raktár üzemeltetésével 24 hónapra.	Adás-vételi szerződés keretében Ajánlatkérő az Intézmény részére 24 hónapra sebészeti varróanyagokat konszignációs raktár üzemeltetésével kívánja megvásárolni.	33141125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169350-2013	Meghatározott típusú fűkaszákhoz fűkaszakések és egyéb alkatrészek szállítása.	Hidrot PK-25; Hidrot PT-3000; Hidrot G-5000; Hidrot G-6001; Hidrot G-7002; Hidrot CS-1000; PVT 1300 R; Schmidt RMB-3; Hidrot HPKM-1300; Hidrot HPK-1000; MTZ M-1008; Hidrot G-4500; Hidrot G-5002; Hidrot G-6002; Hidrot G-9002; Hidrot G-5001; Hidrot G-7001; Hidrot G-8000; Hidrot G-6001 B típusú fűkaszákhoz a dokumentációban meghatározott fűkaszakések és alkatrészek biztosítása keretszerződés formájában.	16800000|16810000|16820000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
169392-2019	Békásmegyer P+R parkoló létesítés-IKOP Hivatkozási szám: EKR000413132019	«A városi közlekedés eszközváltási pontokhoz kapcsolódó P+R parkolók építése Budapesten» című és IKOP-3.1.0-15-2016-00008 azonosító számú projekt — Budapest, III. kerület, Békásmegyer P+R parkoló létesítésének kivitelezési munkái.	42416000|45223320|45233120|45233140|45233162|45233221|45233228|45233290	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
