id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator	cpvs_filtered
166623-2018	Iszapsűrítés és iszapvíztelenítés polielektrolit szükségletének biztosítása a Szeged Városi és Algyő Nagyközségi Szennyvíztisztító Telepeken	Adásvételi szerződés keretében polielektrolit szállítása a Szeged Városi és Algyő Nagyközségi Szennyvíztisztító Telepek számára iszapsűrítés és iszapvíztelenítés céljából.	24000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24
166637-2018	Nadrágpelenka beszerzése a Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház részére	Szállítási szerződés – Nadrágpelenka beszerzése a Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház részére.	33751000|33772000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
166652-2018	"Adásvételi keretszerződés alapján ""Általános és különleges gumitermékek beszerzése a BKV Vasúti Járműjavító Kft. részére"""	"Adásvételi keretszerződés alapján ""Általános és különleges gumitermékek beszerzése a BKV Vasúti Járműjavító Kft. részére""."	34600000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
166666-2018	Adásvételi szerződés keretében a KEHOP-3.2.1-15-2017-00013 azonosítószámú projekt megvalósulásához szükséges gyűjtő- és szállító-járművek beszerzése	Adásvételi szerződés keretében a „Komplex hulladékgazdálkodási rendszer fejlesztése a Sajó-Bódva Völgye és Környéke Hulladékkezelési Önkormányzati Társulás területén, különös tekintettel az elkülönített hulladékgyűjtési, szállítási és előkezelő rendszerre” elnevezésű KEHOP-3.2.1-15-2017-00013 azonosítószámú projekt megvalósulásához szükséges gyűjtő- és szállítójárművek beszerzése.	34144510|34144511|34144512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
166668-2018	Gépjárművek tartós bérlet keretében történő beszerzése	Gépjárművek tartós bérlet keretében történő beszerzése.	34100000|34113000|34113200|34115200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
166672-2018	Könnyűteher gépjárművek beszerzése Hivatkozási szám: KF-2018/0000444	Könnyűteher gépjárművek bérlése határozott időre szóló flottakezelési szerződés keretében, az alábbi megoszlás szerint. 2 db Művezetői gépjármű I., 139 db Művezetői gépjármű II., 7 db Művezetői gépjármű III., 26 db Művezetői gépjármű IV., 274 db Duplafülkés, platós gépjármű I., 2 db Duplafülkés, platós, ponyvás gépjármű II.	34100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
166680-2018	Mezőgazdasági célú vegyipari termékek beszerzése adásvételi szerződés keretében a Nemzeti Ménesbirtok és Tangazdaság Zártkörűen Működő Részvénytársaság részére	Mezőgazdasági célú vegyipari termékek beszerzése adásvételi szerződés keretében a Nemzeti Ménesbirtok és Tangazdaság Zártkörűen Működő Részvénytársaság részére.	24450000|24452000|24453000|24455000|24457000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24
166766-2015	Adásvételi szerződés műtéti izolációs anyagok beszerzésére.	Adásvételi szerződés műtéti izolációs anyagok beszerzésére.	33141000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
166875-2019	Könyvtár épületéhez kapcsolódó kivitelezési munkák Hivatkozási szám: EKR000244732019	Könyvtár épületéhez kapcsolódó kivitelezési munkák	45210000|45212330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45
16695-2021	Terepjáró teherautók (pick up) beszerzése - LIFE Hivatkozási szám: EKR001385452020	Adásvételi szerződés terepjáró teherautók (pick up) beszerzésére LIFE17 és LIFE18 projektek keretein belül (1-2. rész) Ajánlatkérő összesen 4 db terepjáró teherautót (pick up) kíván beszerezni 2 db ajánlati részben LIFE17 és LIFE18 pályázatok terhére az alábbi bontás szerint: — zárt, tolóablakos rakodóterű terepjáró teherautó (pick up): 1 db — zárt rakodóterű terepjáró teherautó (pick up): 1 db — zárt rakodóterű, vonóhoroggal ellátott terepjáró teherautó (pick up): 2 db Részletes műszaki leírás és teljesítési feltételek a közbeszerzési dokumentációban.	34113300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
167055-2018	„Közvetítői szerződés pénzügyi közvetítői szolgáltatások nyújtására”	„Pénzügyi közvetítői szolgáltatások nyújtása a GINOP-8.3.3-17 Irinyi Tőkeprogram (TP) végrehajtásának biztosítása érdekében”.	66122000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
167058-2018	Budapesti vasúti átjárhatósági tanulmány (Budapest Rail Node Study) elkészítése	Vállalkozási szerződés keretében Budapesti vasúti átjárhatósági tanulmány (Budapest Rail Node Study) elkészítése a közbeszerzési dokumentumokban foglaltak szerint.	71241000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167069-2018	“Borsod-Abaúj-Zemplén megyében megvalósuló GINOP-5.1.1-15-2015-00001 azonosító számú „Út a munkaerőpiacra” elnevezésű kiemelt projekt keretében mentori és egyéb munkaerő-piaci szolgáltatások beszerzés	1. RÉSZ: Miskolc térség: Miskolci járás — Mentori szolg max keretsz: 3252 fő (13008 óra), — Egyéni tanácsadás max keretsz: 9756 óra, — Csoportos tanácsadás max keretsz: 439 csoport-óra. 2. RÉSZ: Abaúj térség: Encsi, Szikszói, Gönci járás — Mentori szolg max keretsz:1450 fő (5800 óra), — Egyéni tan. max keretsz: 4350 óra, — Csoportos tan. max keretsz: 196 csoport-óra. 3. RÉSZ: Zemplén térség: Sárospataki, Sátoraljaújhelyi, Szerencsi, Tokaji, Cigándi járás — Mentori szolg max keretsz: 2275 fő (9100 óra), — Egyéni tan max keretsz: 6825 óra, — Csoportos tan max keretsz: 307 csoport-óra. 4. RÉSZ: Dél-Borsod térség: Tiszaújvárosi, Mezőkövesdi, Mezőcsáti járás — Mentori szolg max keretsz:1441 fő (5764 óra), — Egyéni tan max keretsz: 4323 óra, — Csoportos tan max keretsz: 195 csoport-óra. 5. RÉSZ: Sajó-Bódva térség: Kazincbarcikai, Ózdi, Edelényi, Putnoki járás — Mentori szolg max keretsz:3582 fő (14328 óra), — Egyéni tan max keretsz: 10746 óra, — Csoportos tan max keretsz: 483 csoport-óra.	79610000|79633000|79634000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79
167076-2018	Parkok és fasorok, játszóterek karbantartása, önkormányzati tulajdonú bel- és külterjes területek kaszálása vállalkozási szerződés keretében.	Parkok és fasorok, játszóterek karbantartása, önkormányzati tulajdonú bel- és külterjes területek kaszálása vállalkozási szerződés keretében.	77313000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77
167081-2018	Komplex ifjúsági programszolgáltatás beszerzése az Oktatási Hivatal EFOP-3.1.5-16-2016-00001 azonosító számú projektje keretében - 6 részben	Keretszerződés komplex ifjúsági programszolgáltatás beszerzésére az Oktatási Hivatal EFOP-3.1.5-16-2016-00001 azonosító számú projektje keretében - 6 részben. Programszolgáltatás 6-18 éves korosztály számára történik valamennyi részben. Folyt. VI.3). 25. AT az ajánlat benyújtásával tudomásul veszi, hogy AK-nek kiemelt érdeke fűződik a környezettudatos szempontok érvényesítéséhez, és vállalja, hogy szerződés teljesítése során a fenti szempont maximális figyelembevételével jár. Nyertes AT-nek rendelkeznie kell legalább egy darab a munkavégzéshez szükséges energiatakarékos eszközzel, vagy világítással, vagy egyéb természeti erőforrások megőrzését célzó eszközzel a szerződés teljesítése során. 26. A tárgyi közbesz. eljárás a 272/2014. (XI. 5.) Korm. rendelet ellenőrzés hatálya alá tartozik, így a Kbt. 81. § (11) bek. szerinti külön jogszabályban előírt folyamatba épített ellenőrzés mellett kerül lefolytatásra, ami indokolja az ajánlati kötöttség 60 napban történő meghatározását.	79952000|80000000|80310000|80320000|80340000|80540000|80561000|92312100|92312200|92340000|92342000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79
167137-2018	Tervezési szerződés keretében a Makói Városi Termál- és Gyógyfürdő (Hagymatikum) építéséhez, rekonstrukciójához és fejlesztéséhez kapcsolódó kiviteli tervdokumentáció elkészítése	Tervezési szerződés keretében a Makói Városi Termál- és Gyógyfürdő (Hagymatikum) építéséhez, rekonstrukciójához és fejlesztéséhez kapcsolódó kiviteli tervdokumentáció elkészítése.	71220000|71240000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167141-2018	„A Tócóskert és a Tócóvölgy gazdaságélénkítő környezeti megújítása” tárgyú projektek tervezési feladatainak ellátása	„A Tócóskert és a Tócóvölgy gazdaságélénkítő környezeti megújítása” tárgyú projektek tervezési feladatainak ellátása.	71320000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167156-2018	„A TOP-6.4.1-16-DE1-2017-00001 számú pályázatban a Nyugati kiskörút III. ütem és kerékpárút építésének tervezése”	A TOP-6.4.1-16-DE1-2017-00001 azonosító számú pályázat keretében a Nyugati kiskörút III. ütem építéséhez és kerékpárforgalmi létesítmények kialakításához kapcsolódó tevékenységek tervezése.	71320000|71322000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167172-2018	„Nagykovácsi Nagyközség települési szilárd kommunális hulladékának begyűjtése, valamint a szilárd kommunális hulladék kezelőtelepre történő szállítása”	„Nagykovácsi Nagyközség települési szilárd kommunális hulladékának begyűjtése, valamint a szilárd kommunális hulladék kezelőtelepre történő szállítása”.	90500000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90
167184-2018	Biztosítási szolgáltatások beszerzése	Biztosítási szolgáltatások beszerzése.	66510000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
167187-2018	A Városi Szociális Szolgálat telephelyeinek infrastrukturális fejlesztéséhez kapcsolódó tervezési feladatok ellátása	„Városi Szociális Szolgálat Süveg utcai telephelyének infrastrukturális fejlesztéséhez kapcsolódó tervezési feladatok ellátása”.	71320000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167192-2018	A Lenti Termálfürdő és Szent György Energiapark fejlesztésének előkészítéséhez szükséges engedélyezési és kivitelezési tervdokumentáció elkészítése, tervezési szerződés keretében	A Lenti Termálfürdő és Szent György Energiapark fejlesztésének előkészítéséhez szükséges engedélyezési és kivitelezési tervdokumentáció elkészítése, tervezési szerződés keretében.	71000000|71220000|71222000|71244000|71245000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167195-2018	SE tűzgátló ajtók, hő és füstvédelmi megoldások, pánikzárak, vészkijáratok, automata ajtók felülvizsgálata, karbantartása, hibaelhárítása, javítása, felújítási tevékenységek elvégzése	SE tűzgátló ajtóinak, hő és füst elleni védelem megoldásainak, pánikzárainak, vészkijáratainak, automata működésű ajtóinak felülvizsgálata, karbantartása, hibaelhárítása, javítása és felújítási tevékenységeinek elvégzése. 2 rész esetében összesen: 1313 db	50700000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
167216-2015	Vállalkozási szerződés (részajánlatonként: lineáris gyorsítók, angiográfiás berendezés, szimulátor) „full szerviz” szolgáltatására, karbantartására, javítására, alkatrészellátásra.	Vállalkozási szerződés (részajánlatonként: lineáris gyorsítók, angiográfiás berendezés, szimulátorok) „full szerviz” szolgáltatására, karbantartására, javítására, alkatrészellátására.	50400000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
167223-2018	"Keretszerződés alapján ""Tatra T5C5K2-es típusú villamos jármű elektronika és kontaktor kereteinek átalakítása"""	"Keretszerződés alapján ""Tatra T5C5K2-es típusú villamos jármű elektronika és kontaktor kereteinek átalakítása""."	50220000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
167224-2018	Tervezési szerződés az „M4 Törökszentmiklós (Nyugat) - Püspökladány közötti szakasz előkészítése, módosított engedélyezési terv és kiviteli terv készítése” tárgyában Hivatkozási szám: PST kód: A004.02.13; A004.02.152	Tervezési szerződés az „M4 Törökszentmiklós (Nyugat) - Püspökladány közötti szakasz előkészítése, módosított engedélyezési terv és kiviteli terv készítése” tárgyában.	71245000|71310000|71320000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167225-2018	1. rész: 83.sz. 2x2 sávos főút Pápa - Tét déli csp. közötti szakasz kiviteli terveinek elkészítése. 2. rész: 83.sz. 2x2 sávos főút Tét déli csp. - Győr közötti szakasz kiviteli terveinek elkészítése. Hivatkozási szám: K083.03.15, K083.06.15	1. rész: K083.06.15: 83. sz. 2x2 sávos főút Pápa - Tét déli csomópont (32+574 - 51+000 km sz.) közötti szakasz és a 8315 j. Repülőtéri bekötőút (0+000 - 1+570 km sz.) megépítéséhez szükséges kiviteli tervek elkészítése, és azok engedélyeztetésében történő közreműködés, és a Magyar Közút NZRt Pápa Mérnökségi telep korszerűsítéséhez és bővítéséhez szükséges engedélyezési és kiviteli tervek elkészítése és azok engedélyeztetése. 2. rész: K083.03.15: 83. sz. 2x2 sávos főút Tét déli csomópont - Győr (51+000 - 68+641 km sz.) közötti szakasz megépítéséhez szükséges kiviteli tervek elkészítése és azok engedélyeztetésében történő közreműködés.	71320000|71322000|71356400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167226-2018	B-A-Z megyében megvalósuló a GINOP-5.2.1-14-2015-00001 azonosító számú Ifjúsági Garancia kiemelt projekt keretében mentori és egyéb munkaerő-piaci szolgáltatások biztosítása	Vállalkozási keretszerződés a B-A-Z megyében megvalósuló GINOP-5.2.1-14-2015-00001 Ifjúsági Garancia program keretében mentori és egyéb munkaerő-piaci szolg-ok biztosítására a 30/2000. (IX.15.) GM rend. és a dok-ban meghatározott szakmai követelmények szerint. 1. rész: Miskolc térség: Miskolc járás max. keretszáma: 2350 fő Msz:9400 óra. Et:7050 óra. Cst:456 óra. 2. rész: Abaúj térség: Encs,Szikszó,Gönc járás max. keretszáma: 2008 fő Msz:8032 óra. Et:6024 óra. Cst:392 óra. 3. rész: Zemplén térség: Sárospatak,Sátoraljaújhely,Szerencs,Tokaj,Cigánd járás max. keretszáma: 2531 fő Msz:10124 óra. Et:7593 óra. Cst:495 óra. 4. rész: Dél-Borsod térség: Tiszaújváros,Mezőkövesd,Mezőcsát járás max. keretszáma: 1493 fő Msz:5972 óra. Et:4479 óra. Cst:292 óra. 5. rész: Sajó-Bódva térség: Kazincbarcika,Ózd,Edelény,Putnok járás max. keretszáma: 3618 fő Msz:14472 óra. Et:10854 óra. Cst:705 óra. Msz=Mentori szolgáltatás max. keretszáma. Et=Egyéni tanácsadás max. keretszáma. Cst=Csoportos tanácsadás max. keretszáma.	79610000|79633000|79634000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79
167230-2018	Tervezési szerződés az Indiaház és Madárröpde létesítéséhez a Nyíregyházi Állatpark területén	Az ép. beruházás szakszerű kivitelezéséhez, és a kivitelező közbesz. elj.-ban történő kiválasztásához szükséges, műszakilag megalapozott, a vonatkozó szabványoknak és előírásoknak megfelelő részletezettségű szakmai és szaktervezői munkarészeket tartalmazó engedélyes és kiviteli tervdokumentációt (továbbiakban: tervdokumentáció), az esetlegesen felmerülő, szükséges szakhatósági építési, létesítési engedélyek megszerzésével együtt. Elkészítendő dokumentációk: — Feladat a teljes engedélyes terv és engedélyezési dok., illetve jogerős építési engedély és a kiviteli tervek elkészítése; Megrendelő részére 4 pld papíralapon, összefűzött A/4 formátumban és 1 pld elektronikusan, szerk. formátumban is, — árazott- és árazatlan munkanemenkénti tételes költségvetés, — Az engedélyeztetés során szükséges engedélyek; szakhatóság részére 2 pldban, plusz a Megrendelő részére 1 pld papíralapon, összefűzött A/4 formátumban és 1 pld elektronikusan. Tervezői művezetői feladatok. — Tervezői művezetés 20 munkanap.	71220000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167241-2019	OMSZ egyszerhasználatos 2019–2020 Hivatkozási szám: EKR000239532019	Keretszerződés a sürgősségi betegellátáshoz rendszeresített egyszerhasználatos anyagok, valamint orvostechnikai eszközök beszerzésére és az ellátási területekre történő szállítására 2019–2020 évekre 20 részajánlati körben.. Ajánlatkérő (AK) által közzétett közbeszerzési dokumentumban részletezett műszaki követelményeknek megfeleltethető termékek részajánlati kör biztosításával történő beszerzése. Bármely rész: Az ajánlatban csak új termék ajánlható meg (nem lehet használt/gyárilag felújított/demókészülék). Ajánlatkérő felhívja Ajánlattevők figyelmét, hogy az Ajánlatkérő által kiadott árazatlan kereskedelmi ártáblában megadott tételek reprezentatív mennyiségek, amelyek kizárólag az ajánlatok összehasonlíthatóságát szolgálják.	33140000|33141320|33157000|33190000|33697000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
167252-2018	Az MVP keretében a „Geotermikus hőhasznosítás Békéscsabán” tárgyú projekthez (Iktatószám: GF/SZKF/1118/11/2017.) kapcsolódó tervezési feladatok elvégzése.	A Modern Városok Program keretében a „Geotermikus hőhasznosítás Békéscsabán” tárgyú projekthez (Iktatószám: GF/SZKF/1118/11/2017.) kapcsolódó tervezési feladatok (tanulmányterv, engedélyezési és kiviteli tervdokumentáció készítése) elvégzése tervezési szerződés keretében.	71245000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167259-2018	A MVP keretében a békéscsabai térségi vásártér kialakítását célzó projekthez (Iktatószám: GF/SZKF/1114/8/2017.) kapcsolódó tervezési feladatok elvégzése.	A Modern Városok Program keretében a békéscsabai térségi vásártér kialakítását célzó projekthez (Iktatószám: GF/SZKF/1114/8/2017.) kapcsolódó tervezési feladatok (tanulmányterv, engedélyezési és kiviteli tervdokumentáció készítése) elvégzése tervezési szerződés keretében.	71245000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
167260-2018	Hulladékgyűjtési és -szállítási közszolgáltatói alvállalkozói feladatok ellátása	Hulladék gyűjtés és hulladékkezelő létesítménybe történő közszolgáltatói alvállalkozóként való szállítása, hulladék átrakó és hulladékudvar üzemeltetése, valamint kapcsolódó feladatok ellátása Békés megye területén.	90511000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90
167264-2018	A Nemzeti Adó- és Vámhivatal vagyonkezelésében lévő 3,5 tonna össztömeget meg nem haladó Opel gyártmányú gépjárművek kisjavítása, karbantartása és műszaki vizsgáztatása 3 részben	A NAV vagyonkezelésében lévő 3,5 tonna össztömeget meg nem haladó Opel gyártmányú gépjárművek kisjavítása, karbantartása és műszaki vizsgáztatása 36 hónap időtartamra vagy a szerződéses keretösszeg kimerüléséig.	50110000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
167266-2018	A NAV vagyonkezelésében lévő 3,5 tonna össztömeget meg nem haladó FORD gyártmányú gépjárművek kisjavítása, karbantartása és műszaki vizsgáztatása 3 részben	A Nemzeti Adó- és Vámhivatal vagyonkezelésében lévő 3,5 tonna össztömeget meg nem haladó FORD gyártmányú gépjárművek kisjavítása, karbantartása és műszaki vizsgáztatása 36 hónap időtartamra vagy a szerződéses keretösszeg kimerüléséig.	50110000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
167267-2018	A Loyolai Szent Ignác bencés templom orgonájának restaurálása	A műemlékvédelem alatt álló Loyolai Szent Ignác bencés templom orgonájának restaurátori helyreállítása.	50860000|92522200	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
167270-2018	A NAV vagyonkezelésében lévő 3,5 tonna össztömeget meg nem haladó VW csoport (VW, SKODA, SEAT) gyártmányú gépjárművek kisjavítása, karbantartása és műszaki vizsgáztatása 3 részben	A NAV vagyonkezelésében lévő 3,5 tonna össztömeget meg nem haladó VW csoport (VW, SKODA, SEAT) gyártmányú gépjárművek kisjavítása, karbantartása és műszaki vizsgáztatása 3 részben 36 hónap időtartamra vagy a szerződéses keretösszeg kimerüléséig.	50110000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
167276-2018	A Semmelweis Egyetem szervezeti egységeiben üzemben tartott beépített tűzjelző rendszerek jogszabály alapján történő felülvizsgálata, karbantartása és hibaelhárítása.	A Semmelweis Egyetem szervezeti egységeiben üzemben tartott beépített tűzjelző rendszerek jogszabály alapján történő felülvizsgálata, karbantartása és hibaelhárítása.	50000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
